region,event,phase,source_file,match_id,match_label,game,map,map_mode,map_winner,map_score,team_1,team_2,match_winner,match_loser,ban_stage,ban_team,banned_hero,received_team,ban_note
Korea,OWCS Korea 2026 Stage 1,LCQ,OWCS_KOREA_2026_LCQ_RESULTS.md,korea_day_2_match_2,Day 2 - Match 2,3,Esperanca,Push,Poker Face,142.41m:0m,Poker Face,Cheeseburger,Cheeseburger,Poker Face,follow_up,Poker Face,Symmetra,Cheeseburger,
Korea,OWCS Korea 2026 Stage 1,LCQ,OWCS_KOREA_2026_LCQ_RESULTS.md,korea_day_2_match_2,Day 2 - Match 2,4,Numbani,Hybrid,Cheeseburger,6:4,Poker Face,Cheeseburger,Cheeseburger,Poker Face,initial,Cheeseburger,Kiriko,Poker Face,
Korea,OWCS Korea 2026 Stage 1,LCQ,OWCS_KOREA_2026_LCQ_RESULTS.md,korea_day_2_match_2,Day 2 - Match 2,4,Numbani,Hybrid,Cheeseburger,6:4,Poker Face,Cheeseburger,Cheeseburger,Poker Face,follow_up,Poker Face,Tracer,Cheeseburger,
Korea,OWCS Korea 2026 Stage 1,LCQ,OWCS_KOREA_2026_LCQ_RESULTS.md,korea_day_2_match_2,Day 2 - Match 2,5,Runasapi,Push,Cheeseburger,107.73m:39.88m,Poker Face,Cheeseburger,Cheeseburger,Poker Face,initial,Poker Face,Zarya,Cheeseburger,
Korea,OWCS Korea 2026 Stage 1,LCQ,OWCS_KOREA_2026_LCQ_RESULTS.md,korea_day_2_match_2,Day 2 - Match 2,5,Runasapi,Push,Cheeseburger,107.73m:39.88m,Poker Face,Cheeseburger,Cheeseburger,Poker Face,follow_up,Cheeseburger,Reaper,Poker Face,
Korea,OWCS Korea 2026 Stage 1,LCQ,OWCS_KOREA_2026_LCQ_RESULTS.md,korea_day_3_match_3,Day 3 - Match 3,1,Lijiang Tower,Control,ZAN Esports,2:0,ZAN Esports,Cheeseburger,ZAN Esports,Cheeseburger,initial,ZAN Esports,Bastion,Cheeseburger,
Korea,OWCS Korea 2026 Stage 1,LCQ,OWCS_KOREA_2026_LCQ_RESULTS.md,korea_day_3_match_3,Day 3 - Match 3,1,Lijiang Tower,Control,ZAN Esports,2:0,ZAN Esports,Cheeseburger,ZAN Esports,Cheeseburger,follow_up,Cheeseburger,Lucio,ZAN Esports,
Korea,OWCS Korea 2026 Stage 1,LCQ,OWCS_KOREA_2026_LCQ_RESULTS.md,korea_day_3_match_3,Day 3 - Match 3,2,Rialto,Escort,ZAN Esports,1:0,ZAN Esports,Cheeseburger,ZAN Esports,Cheeseburger,initial,Cheeseburger,Illari,ZAN Esports,
Korea,OWCS Korea 2026 Stage 1,LCQ,OWCS_KOREA_2026_LCQ_RESULTS.md,korea_day_3_match_3,Day 3 - Match 3,2,Rialto,Escort,ZAN Esports,1:0,ZAN Esports,Cheeseburger,ZAN Esports,Cheeseburger,follow_up,ZAN Esports,Hazard,Cheeseburger,
Korea,OWCS Korea 2026 Stage 1,LCQ,OWCS_KOREA_2026_LCQ_RESULTS.md,korea_day_3_match_3,Day 3 - Match 3,3,Esperanca,Push,ZAN Esports,62.88m:62.87m,ZAN Esports,Cheeseburger,ZAN Esports,Cheeseburger,initial,Cheeseburger,Kiriko,ZAN Esports,
Korea,OWCS Korea 2026 Stage 1,LCQ,OWCS_KOREA_2026_LCQ_RESULTS.md,korea_day_3_match_3,Day 3 - Match 3,3,Esperanca,Push,ZAN Esports,62.88m:62.87m,ZAN Esports,Cheeseburger,ZAN Esports,Cheeseburger,follow_up,ZAN Esports,Zarya,Cheeseburger,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_quarterfinal_match_1,Quarterfinal Match 1,1,Lijiang Tower,Control,Team Falcons,2:1,Team Falcons,ZAN Esports,Team Falcons,ZAN Esports,initial,ZAN Esports,Bastion,Team Falcons,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_quarterfinal_match_1,Quarterfinal Match 1,1,Lijiang Tower,Control,Team Falcons,2:1,Team Falcons,ZAN Esports,Team Falcons,ZAN Esports,follow_up,Team Falcons,Zarya,ZAN Esports,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_quarterfinal_match_1,Quarterfinal Match 1,2,Runasapi,Push,Team Falcons,140.04m:53.18m,Team Falcons,ZAN Esports,Team Falcons,ZAN Esports,initial,Team Falcons,Baptiste,ZAN Esports,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_quarterfinal_match_1,Quarterfinal Match 1,2,Runasapi,Push,Team Falcons,140.04m:53.18m,Team Falcons,ZAN Esports,Team Falcons,ZAN Esports,follow_up,ZAN Esports,Mauga,Team Falcons,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_quarterfinal_match_1,Quarterfinal Match 1,3,Havana,Escort,Team Falcons,2:1,Team Falcons,ZAN Esports,Team Falcons,ZAN Esports,initial,Team Falcons,Sigma,ZAN Esports,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_quarterfinal_match_1,Quarterfinal Match 1,3,Havana,Escort,Team Falcons,2:1,Team Falcons,ZAN Esports,Team Falcons,ZAN Esports,follow_up,ZAN Esports,Baptiste,Team Falcons,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_quarterfinal_match_1,Quarterfinal Match 1,4,Blizzard World,Hybrid,Team Falcons,1:0,Team Falcons,ZAN Esports,Team Falcons,ZAN Esports,initial,ZAN Esports,Jetpack Cat,Team Falcons,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_quarterfinal_match_1,Quarterfinal Match 1,4,Blizzard World,Hybrid,Team Falcons,1:0,Team Falcons,ZAN Esports,Team Falcons,ZAN Esports,follow_up,Team Falcons,Pharah,ZAN Esports,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_quarterfinal_match_2,Quarterfinal Match 2,1,Oasis,Control,T1,2:1,ONSIDE GAMING,T1,T1,ONSIDE GAMING,initial,ONSIDE GAMING,Wrecking Ball,T1,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_quarterfinal_match_2,Quarterfinal Match 2,1,Oasis,Control,T1,2:1,ONSIDE GAMING,T1,T1,ONSIDE GAMING,follow_up,T1,Bastion,ONSIDE GAMING,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_quarterfinal_match_2,Quarterfinal Match 2,2,Havana,Escort,T1,4:3,ONSIDE GAMING,T1,T1,ONSIDE GAMING,initial,ONSIDE GAMING,Mauga,T1,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_quarterfinal_match_2,Quarterfinal Match 2,2,Havana,Escort,T1,4:3,ONSIDE GAMING,T1,T1,ONSIDE GAMING,follow_up,T1,Jetpack Cat,ONSIDE GAMING,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_quarterfinal_match_2,Quarterfinal Match 2,3,Numbani,Hybrid,T1,3:2,ONSIDE GAMING,T1,T1,ONSIDE GAMING,initial,ONSIDE GAMING,Mercy,T1,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_quarterfinal_match_2,Quarterfinal Match 2,3,Numbani,Hybrid,T1,3:2,ONSIDE GAMING,T1,T1,ONSIDE GAMING,follow_up,T1,Zarya,ONSIDE GAMING,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_quarterfinal_match_2,Quarterfinal Match 2,4,Esperanca,Push,T1,129.09m:60.62m,ONSIDE GAMING,T1,T1,ONSIDE GAMING,initial,ONSIDE GAMING,Zarya,T1,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_quarterfinal_match_2,Quarterfinal Match 2,4,Esperanca,Push,T1,129.09m:60.62m,ONSIDE GAMING,T1,T1,ONSIDE GAMING,follow_up,T1,Kiriko,ONSIDE GAMING,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_semifinal_match_1,Semifinal Match 1,1,Lijiang Tower,Control,ZETA DIVISION,2:0,ZETA DIVISION,T1,ZETA DIVISION,T1,initial,T1,Ana,ZETA DIVISION,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_semifinal_match_1,Semifinal Match 1,2,Runasapi,Push,T1,124.46m:89.65m,ZETA DIVISION,T1,ZETA DIVISION,T1,initial,T1,Jetpack Cat,ZETA DIVISION,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_semifinal_match_1,Semifinal Match 1,3,Watchpoint: Gibraltar,Escort,ZETA DIVISION,3:1,ZETA DIVISION,T1,ZETA DIVISION,T1,initial,ZETA DIVISION,D.Va,T1,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_semifinal_match_1,Semifinal Match 1,3,Watchpoint: Gibraltar,Escort,ZETA DIVISION,3:1,ZETA DIVISION,T1,ZETA DIVISION,T1,follow_up,T1,Bastion,ZETA DIVISION,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_semifinal_match_1,Semifinal Match 1,4,Numbani,Hybrid,ZETA DIVISION,3:0,ZETA DIVISION,T1,ZETA DIVISION,T1,initial,T1,Zarya,ZETA DIVISION,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_semifinal_match_1,Semifinal Match 1,4,Numbani,Hybrid,ZETA DIVISION,3:0,ZETA DIVISION,T1,ZETA DIVISION,T1,follow_up,ZETA DIVISION,Mei,T1,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_semifinal_match_1,Semifinal Match 1,5,Aatlis,Flashpoint,T1,3:2,ZETA DIVISION,T1,ZETA DIVISION,T1,initial,T1,Tracer,ZETA DIVISION,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_semifinal_match_1,Semifinal Match 1,5,Aatlis,Flashpoint,T1,3:2,ZETA DIVISION,T1,ZETA DIVISION,T1,follow_up,ZETA DIVISION,Hazard,T1,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_semifinal_match_1,Semifinal Match 1,6,Blizzard World,Hybrid,ZETA DIVISION,3:0,ZETA DIVISION,T1,ZETA DIVISION,T1,initial,ZETA DIVISION,Mauga,T1,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_semifinal_match_1,Semifinal Match 1,6,Blizzard World,Hybrid,ZETA DIVISION,3:0,ZETA DIVISION,T1,ZETA DIVISION,T1,follow_up,T1,Illari,ZETA DIVISION,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_semifinal_match_2,Semifinal Match 2,1,Lijiang Tower,Control,Team Falcons,2:0,Crazy Raccoon,Team Falcons,Team Falcons,Crazy Raccoon,initial,Team Falcons,Wrecking Ball,Crazy Raccoon,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_semifinal_match_2,Semifinal Match 2,1,Lijiang Tower,Control,Team Falcons,2:0,Crazy Raccoon,Team Falcons,Team Falcons,Crazy Raccoon,follow_up,Crazy Raccoon,Ana,Team Falcons,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_semifinal_match_2,Semifinal Match 2,2,Suravasa,Flashpoint,Team Falcons,3:1,Crazy Raccoon,Team Falcons,Team Falcons,Crazy Raccoon,initial,Crazy Raccoon,D.Va,Team Falcons,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_semifinal_match_2,Semifinal Match 2,2,Suravasa,Flashpoint,Team Falcons,3:1,Crazy Raccoon,Team Falcons,Team Falcons,Crazy Raccoon,follow_up,Team Falcons,Ana,Crazy Raccoon,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_semifinal_match_2,Semifinal Match 2,3,Havana,Escort,Team Falcons,3:1,Crazy Raccoon,Team Falcons,Team Falcons,Crazy Raccoon,initial,Crazy Raccoon,Mei,Team Falcons,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_semifinal_match_2,Semifinal Match 2,3,Havana,Escort,Team Falcons,3:1,Crazy Raccoon,Team Falcons,Team Falcons,Crazy Raccoon,follow_up,Team Falcons,Zarya,Crazy Raccoon,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_semifinal_match_2,Semifinal Match 2,4,Blizzard World,Hybrid,Crazy Raccoon,3:1,Crazy Raccoon,Team Falcons,Team Falcons,Crazy Raccoon,initial,Crazy Raccoon,Symmetra,Team Falcons,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_semifinal_match_2,Semifinal Match 2,4,Blizzard World,Hybrid,Crazy Raccoon,3:1,Crazy Raccoon,Team Falcons,Team Falcons,Crazy Raccoon,follow_up,Team Falcons,Roadhog,Crazy Raccoon,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_semifinal_match_2,Semifinal Match 2,5,Watchpoint: Gibraltar,Escort,Team Falcons,3:2,Crazy Raccoon,Team Falcons,Team Falcons,Crazy Raccoon,initial,Team Falcons,Tracer,Crazy Raccoon,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_semifinal_match_2,Semifinal Match 2,5,Watchpoint: Gibraltar,Escort,Team Falcons,3:2,Crazy Raccoon,Team Falcons,Team Falcons,Crazy Raccoon,follow_up,Crazy Raccoon,Kiriko,Team Falcons,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_third_place_match,Third Place Match,1,Busan,Control,Crazy Raccoon,2:1,T1,Crazy Raccoon,Crazy Raccoon,T1,initial,T1,Emre,Crazy Raccoon,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_third_place_match,Third Place Match,1,Busan,Control,Crazy Raccoon,2:1,T1,Crazy Raccoon,Crazy Raccoon,T1,follow_up,Crazy Raccoon,Wrecking Ball,T1,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_third_place_match,Third Place Match,2,Havana,Escort,Crazy Raccoon,2:1,T1,Crazy Raccoon,Crazy Raccoon,T1,initial,T1,Zarya,Crazy Raccoon,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_third_place_match,Third Place Match,2,Havana,Escort,Crazy Raccoon,2:1,T1,Crazy Raccoon,Crazy Raccoon,T1,follow_up,Crazy Raccoon,Mei,T1,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_third_place_match,Third Place Match,3,Numbani,Hybrid,Crazy Raccoon,4:3,T1,Crazy Raccoon,Crazy Raccoon,T1,initial,T1,Mei,Crazy Raccoon,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_third_place_match,Third Place Match,3,Numbani,Hybrid,Crazy Raccoon,4:3,T1,Crazy Raccoon,Crazy Raccoon,T1,follow_up,Crazy Raccoon,Roadhog,T1,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_third_place_match,Third Place Match,4,Aatlis,Flashpoint,T1,3:1,T1,Crazy Raccoon,Crazy Raccoon,T1,initial,T1,Cassidy,Crazy Raccoon,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_third_place_match,Third Place Match,4,Aatlis,Flashpoint,T1,3:1,T1,Crazy Raccoon,Crazy Raccoon,T1,follow_up,Crazy Raccoon,Jetpack Cat,T1,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_third_place_match,Third Place Match,5,Runasapi,Push,Crazy Raccoon,144.86m:36.26m,T1,Crazy Raccoon,Crazy Raccoon,T1,initial,T1,Jetpack Cat,Crazy Raccoon,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_third_place_match,Third Place Match,5,Runasapi,Push,Crazy Raccoon,144.86m:36.26m,T1,Crazy Raccoon,Crazy Raccoon,T1,follow_up,Crazy Raccoon,Hazard,T1,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_grand_final,Grand Final,1,Lijiang Tower,Control,ZETA DIVISION,2:1,ZETA DIVISION,Team Falcons,ZETA DIVISION,Team Falcons,initial,ZETA DIVISION,Domina,Team Falcons,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_grand_final,Grand Final,1,Lijiang Tower,Control,ZETA DIVISION,2:1,ZETA DIVISION,Team Falcons,ZETA DIVISION,Team Falcons,follow_up,Team Falcons,Jetpack Cat,ZETA DIVISION,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_grand_final,Grand Final,2,Watchpoint: Gibraltar,Escort,Team Falcons,2:1,ZETA DIVISION,Team Falcons,ZETA DIVISION,Team Falcons,initial,Team Falcons,Winston,ZETA DIVISION,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_grand_final,Grand Final,2,Watchpoint: Gibraltar,Escort,Team Falcons,2:1,ZETA DIVISION,Team Falcons,ZETA DIVISION,Team Falcons,follow_up,ZETA DIVISION,Ana,Team Falcons,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_grand_final,Grand Final,3,Blizzard World,Hybrid,ZETA DIVISION,4:3,ZETA DIVISION,Team Falcons,ZETA DIVISION,Team Falcons,initial,ZETA DIVISION,D.Va,Team Falcons,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_grand_final,Grand Final,3,Blizzard World,Hybrid,ZETA DIVISION,4:3,ZETA DIVISION,Team Falcons,ZETA DIVISION,Team Falcons,follow_up,Team Falcons,Ana,ZETA DIVISION,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_grand_final,Grand Final,4,Esperanca,Push,ZETA DIVISION,142.41m:53.55m,ZETA DIVISION,Team Falcons,ZETA DIVISION,Team Falcons,initial,Team Falcons,Pharah,ZETA DIVISION,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_grand_final,Grand Final,4,Esperanca,Push,ZETA DIVISION,142.41m:53.55m,ZETA DIVISION,Team Falcons,ZETA DIVISION,Team Falcons,follow_up,ZETA DIVISION,Zarya,Team Falcons,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_grand_final,Grand Final,5,Rialto,Escort,ZETA DIVISION,4:3,ZETA DIVISION,Team Falcons,ZETA DIVISION,Team Falcons,initial,Team Falcons,Illari,ZETA DIVISION,
Korea,OWCS Korea 2026 Stage 1,Playoff,OWCS_KOREA_2026_PLAYOFF_RESULTS.md,korea_grand_final,Grand Final,5,Rialto,Escort,ZETA DIVISION,4:3,ZETA DIVISION,Team Falcons,ZETA DIVISION,Team Falcons,follow_up,ZETA DIVISION,Reaper,Team Falcons,
NA,OWCS NA 2026 Stage 1,Week 1,OWCS_NA_2026_WEEK1_RESULTS.md,na_week_1_day_1_match_1_2026_03_21,Week 1 Day 1 Match 1 - 2026-03-21,1,Lijiang Tower,Control,Dallas Fuel,score 2:1,Dallas Fuel,Disguised,Dallas Fuel,Disguised,initial,Dallas Fuel,Lucio,Disguised,
NA,OWCS NA 2026 Stage 1,Week 1,OWCS_NA_2026_WEEK1_RESULTS.md,na_week_1_day_1_match_1_2026_03_21,Week 1 Day 1 Match 1 - 2026-03-21,1,Lijiang Tower,Control,Dallas Fuel,score 2:1,Dallas Fuel,Disguised,Dallas Fuel,Disguised,follow_up,Disguised,Winston,Dallas Fuel,
NA,OWCS NA 2026 Stage 1,Week 1,OWCS_NA_2026_WEEK1_RESULTS.md,na_week_1_day_1_match_1_2026_03_21,Week 1 Day 1 Match 1 - 2026-03-21,2,Rialto,Escort,Disguised,score 3:4,Dallas Fuel,Disguised,Dallas Fuel,Disguised,initial,Disguised,Wuyang,Dallas Fuel,
NA,OWCS NA 2026 Stage 1,Week 1,OWCS_NA_2026_WEEK1_RESULTS.md,na_week_1_day_1_match_1_2026_03_21,Week 1 Day 1 Match 1 - 2026-03-21,2,Rialto,Escort,Disguised,score 3:4,Dallas Fuel,Disguised,Dallas Fuel,Disguised,follow_up,Dallas Fuel,D.Va,Disguised,
NA,OWCS NA 2026 Stage 1,Week 1,OWCS_NA_2026_WEEK1_RESULTS.md,na_week_1_day_1_match_1_2026_03_21,Week 1 Day 1 Match 1 - 2026-03-21,3,Suravasa,Flashpoint,Dallas Fuel,score 3:2,Dallas Fuel,Disguised,Dallas Fuel,Disguised,initial,Dallas Fuel,Kiriko,Disguised,
NA,OWCS NA 2026 Stage 1,Week 1,OWCS_NA_2026_WEEK1_RESULTS.md,na_week_1_day_1_match_1_2026_03_21,Week 1 Day 1 Match 1 - 2026-03-21,3,Suravasa,Flashpoint,Dallas Fuel,score 3:2,Dallas Fuel,Disguised,Dallas Fuel,Disguised,follow_up,Disguised,Vendetta,Dallas Fuel,
NA,OWCS NA 2026 Stage 1,Week 1,OWCS_NA_2026_WEEK1_RESULTS.md,na_week_1_day_1_match_1_2026_03_21,Week 1 Day 1 Match 1 - 2026-03-21,4,Midtown,Hybrid,Dallas Fuel,score 2:1,Dallas Fuel,Disguised,Dallas Fuel,Disguised,initial,Disguised,Sojourn,Dallas Fuel,
NA,OWCS NA 2026 Stage 1,Week 1,OWCS_NA_2026_WEEK1_RESULTS.md,na_week_1_day_1_match_1_2026_03_21,Week 1 Day 1 Match 1 - 2026-03-21,4,Midtown,Hybrid,Dallas Fuel,score 2:1,Dallas Fuel,Disguised,Dallas Fuel,Disguised,follow_up,Dallas Fuel,Baptiste,Disguised,
NA,OWCS NA 2026 Stage 1,Week 1,OWCS_NA_2026_WEEK1_RESULTS.md,na_week_1_day_1_match_2_2026_03_21,Week 1 Day 1 Match 2 - 2026-03-21,1,Lijiang Tower,Control,Spacestation Gaming,score 2:0,Spacestation Gaming,LuneX Gaming,Spacestation Gaming,LuneX Gaming,initial,LuneX Gaming,Pharah,Spacestation Gaming,
NA,OWCS NA 2026 Stage 1,Week 1,OWCS_NA_2026_WEEK1_RESULTS.md,na_week_1_day_1_match_2_2026_03_21,Week 1 Day 1 Match 2 - 2026-03-21,1,Lijiang Tower,Control,Spacestation Gaming,score 2:0,Spacestation Gaming,LuneX Gaming,Spacestation Gaming,LuneX Gaming,follow_up,Spacestation Gaming,Zarya,LuneX Gaming,
NA,OWCS NA 2026 Stage 1,Week 1,OWCS_NA_2026_WEEK1_RESULTS.md,na_week_1_day_1_match_2_2026_03_21,Week 1 Day 1 Match 2 - 2026-03-21,2,Watchpoint: Gibraltar,Escort,Spacestation Gaming,score 1:0,Spacestation Gaming,LuneX Gaming,Spacestation Gaming,LuneX Gaming,initial,LuneX Gaming,D.Va,Spacestation Gaming,
NA,OWCS NA 2026 Stage 1,Week 1,OWCS_NA_2026_WEEK1_RESULTS.md,na_week_1_day_1_match_2_2026_03_21,Week 1 Day 1 Match 2 - 2026-03-21,2,Watchpoint: Gibraltar,Escort,Spacestation Gaming,score 1:0,Spacestation Gaming,LuneX Gaming,Spacestation Gaming,LuneX Gaming,follow_up,Spacestation Gaming,Ana,LuneX Gaming,
NA,OWCS NA 2026 Stage 1,Week 1,OWCS_NA_2026_WEEK1_RESULTS.md,na_week_1_day_1_match_2_2026_03_21,Week 1 Day 1 Match 2 - 2026-03-21,3,Suravasa,Flashpoint,Spacestation Gaming,score 3:2,Spacestation Gaming,LuneX Gaming,Spacestation Gaming,LuneX Gaming,initial,LuneX Gaming,Symmetra,Spacestation Gaming,
NA,OWCS NA 2026 Stage 1,Week 1,OWCS_NA_2026_WEEK1_RESULTS.md,na_week_1_day_1_match_2_2026_03_21,Week 1 Day 1 Match 2 - 2026-03-21,3,Suravasa,Flashpoint,Spacestation Gaming,score 3:2,Spacestation Gaming,LuneX Gaming,Spacestation Gaming,LuneX Gaming,follow_up,Spacestation Gaming,Orisa,LuneX Gaming,
NA,OWCS NA 2026 Stage 1,Week 1,OWCS_NA_2026_WEEK1_RESULTS.md,na_week_1_day_1_match_3_2026_03_21,Week 1 Day 1 Match 3 - 2026-03-21,1,Oasis,Control,Extinction,score 1:2,Team Liquid,Extinction,Team Liquid,Extinction,initial,Extinction,Ramattra,Team Liquid,
NA,OWCS NA 2026 Stage 1,Week 1,OWCS_NA_2026_WEEK1_RESULTS.md,na_week_1_day_1_match_3_2026_03_21,Week 1 Day 1 Match 3 - 2026-03-21,1,Oasis,Control,Extinction,score 1:2,Team Liquid,Extinction,Team Liquid,Extinction,follow_up,Team Liquid,Tracer,Extinction,
NA,OWCS NA 2026 Stage 1,Week 1,OWCS_NA_2026_WEEK1_RESULTS.md,na_week_1_day_1_match_3_2026_03_21,Week 1 Day 1 Match 3 - 2026-03-21,2,Watchpoint: Gibraltar,Escort,Team Liquid,score 1:0,Team Liquid,Extinction,Team Liquid,Extinction,initial,Team Liquid,D.Va,Extinction,
NA,OWCS NA 2026 Stage 1,Week 1,OWCS_NA_2026_WEEK1_RESULTS.md,na_week_1_day_1_match_3_2026_03_21,Week 1 Day 1 Match 3 - 2026-03-21,2,Watchpoint: Gibraltar,Escort,Team Liquid,score 1:0,Team Liquid,Extinction,Team Liquid,Extinction,follow_up,Extinction,Emre,Team Liquid,
NA,OWCS NA 2026 Stage 1,Week 1,OWCS_NA_2026_WEEK1_RESULTS.md,na_week_1_day_1_match_3_2026_03_21,Week 1 Day 1 Match 3 - 2026-03-21,3,Esperanca,Push,Team Liquid,distance 142.41m : 23.9m,Team Liquid,Extinction,Team Liquid,Extinction,initial,Extinction,Symmetra,Team Liquid,
