region,event,phase,source_file,match_id,match_label,game,map,map_mode,map_winner,map_score,team_1,team_2,match_winner,match_loser,ban_stage,ban_team,banned_hero,received_team,ban_note
NA,OWCS NA 2026 Stage 1,Playoff,OWCS_NA_2026_PLAYOFF_RESULTS.md,na_grand_final_2026_04_12,Grand Final - 2026-04-12,5,Esperanca,Push,Dallas Fuel,distance 142.41m : 7.48m,Dallas Fuel,Spacestation Gaming,Dallas Fuel,Spacestation Gaming,follow_up,Spacestation Gaming,Ana,Dallas Fuel,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_1_match_1_2026_03_21,Week 1 Day 1 Match 1 - 2026-03-21,1,Lijiang Tower,Control,Virtus.pro,score 2:0,Virtus.pro,Al Qadsiah,Virtus.pro,Al Qadsiah,initial,Al Qadsiah,D.Va,Virtus.pro,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_1_match_1_2026_03_21,Week 1 Day 1 Match 1 - 2026-03-21,1,Lijiang Tower,Control,Virtus.pro,score 2:0,Virtus.pro,Al Qadsiah,Virtus.pro,Al Qadsiah,follow_up,Virtus.pro,Symmetra,Al Qadsiah,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_1_match_1_2026_03_21,Week 1 Day 1 Match 1 - 2026-03-21,2,Havana,Escort,Virtus.pro,score 4:3,Virtus.pro,Al Qadsiah,Virtus.pro,Al Qadsiah,initial,Al Qadsiah,Lucio,Virtus.pro,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_1_match_1_2026_03_21,Week 1 Day 1 Match 1 - 2026-03-21,2,Havana,Escort,Virtus.pro,score 4:3,Virtus.pro,Al Qadsiah,Virtus.pro,Al Qadsiah,follow_up,Virtus.pro,Zarya,Al Qadsiah,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_1_match_1_2026_03_21,Week 1 Day 1 Match 1 - 2026-03-21,3,Midtown,Hybrid,Al Qadsiah,score 5:6,Virtus.pro,Al Qadsiah,Virtus.pro,Al Qadsiah,initial,Virtus.pro,Illari,Al Qadsiah,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_1_match_1_2026_03_21,Week 1 Day 1 Match 1 - 2026-03-21,3,Midtown,Hybrid,Al Qadsiah,score 5:6,Virtus.pro,Al Qadsiah,Virtus.pro,Al Qadsiah,follow_up,Al Qadsiah,Winston,Virtus.pro,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_1_match_1_2026_03_21,Week 1 Day 1 Match 1 - 2026-03-21,4,Runasapi,Push,Virtus.pro,distance 144.86m : 122.71m,Virtus.pro,Al Qadsiah,Virtus.pro,Al Qadsiah,initial,Virtus.pro,Vendetta,Al Qadsiah,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_1_match_1_2026_03_21,Week 1 Day 1 Match 1 - 2026-03-21,4,Runasapi,Push,Virtus.pro,distance 144.86m : 122.71m,Virtus.pro,Al Qadsiah,Virtus.pro,Al Qadsiah,follow_up,Al Qadsiah,Hazard,Virtus.pro,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_1_match_2_2026_03_21,Week 1 Day 1 Match 2 - 2026-03-21,1,Busan,Control,Twisted Minds,score 2:0,Twisted Minds,Team Peps,Twisted Minds,Team Peps,initial,Team Peps,Pharah,Twisted Minds,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_1_match_2_2026_03_21,Week 1 Day 1 Match 2 - 2026-03-21,1,Busan,Control,Twisted Minds,score 2:0,Twisted Minds,Team Peps,Twisted Minds,Team Peps,follow_up,Twisted Minds,Zarya,Team Peps,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_1_match_2_2026_03_21,Week 1 Day 1 Match 2 - 2026-03-21,2,Blizzard World,Hybrid,Twisted Minds,score 3:2,Twisted Minds,Team Peps,Twisted Minds,Team Peps,initial,Team Peps,D.Va,Twisted Minds,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_1_match_2_2026_03_21,Week 1 Day 1 Match 2 - 2026-03-21,2,Blizzard World,Hybrid,Twisted Minds,score 3:2,Twisted Minds,Team Peps,Twisted Minds,Team Peps,follow_up,Twisted Minds,Wuyang,Team Peps,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_1_match_2_2026_03_21,Week 1 Day 1 Match 2 - 2026-03-21,3,Esperanca,Push,Twisted Minds,distance 142.41m : 6.72m,Twisted Minds,Team Peps,Twisted Minds,Team Peps,initial,Team Peps,Tracer,Twisted Minds,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_1_match_2_2026_03_21,Week 1 Day 1 Match 2 - 2026-03-21,3,Esperanca,Push,Twisted Minds,distance 142.41m : 6.72m,Twisted Minds,Team Peps,Twisted Minds,Team Peps,follow_up,Twisted Minds,Hazard,Team Peps,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_2_match_1_2026_03_22,Week 1 Day 2 Match 1 - 2026-03-22,1,Busan,Control,Twisted Minds,score 2:0,Twisted Minds,Geekay Esports,Twisted Minds,Geekay Esports,initial,Geekay Esports,Vendetta,Twisted Minds,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_2_match_1_2026_03_22,Week 1 Day 2 Match 1 - 2026-03-22,1,Busan,Control,Twisted Minds,score 2:0,Twisted Minds,Geekay Esports,Twisted Minds,Geekay Esports,follow_up,Twisted Minds,Hazard,Geekay Esports,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_2_match_1_2026_03_22,Week 1 Day 2 Match 1 - 2026-03-22,2,Esperanca,Push,Twisted Minds,distance 137.69m : 30.66m,Twisted Minds,Geekay Esports,Twisted Minds,Geekay Esports,initial,Geekay Esports,Zarya,Twisted Minds,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_2_match_1_2026_03_22,Week 1 Day 2 Match 1 - 2026-03-22,2,Esperanca,Push,Twisted Minds,distance 137.69m : 30.66m,Twisted Minds,Geekay Esports,Twisted Minds,Geekay Esports,follow_up,Twisted Minds,Lucio,Geekay Esports,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_2_match_1_2026_03_22,Week 1 Day 2 Match 1 - 2026-03-22,3,Suravasa,Flashpoint,Twisted Minds,score 3:1,Twisted Minds,Geekay Esports,Twisted Minds,Geekay Esports,initial,Geekay Esports,Moira,Twisted Minds,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_2_match_1_2026_03_22,Week 1 Day 2 Match 1 - 2026-03-22,3,Suravasa,Flashpoint,Twisted Minds,score 3:1,Twisted Minds,Geekay Esports,Twisted Minds,Geekay Esports,follow_up,Twisted Minds,Pharah,Geekay Esports,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_2_match_2_2026_03_22,Week 1 Day 2 Match 2 - 2026-03-22,1,Lijiang Tower,Control,Virtus.pro,score 2:1,Virtus.pro,Anyone's Legend,Virtus.pro,Anyone's Legend,initial,Anyone's Legend,Jetpack Cat,Virtus.pro,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_2_match_2_2026_03_22,Week 1 Day 2 Match 2 - 2026-03-22,1,Lijiang Tower,Control,Virtus.pro,score 2:1,Virtus.pro,Anyone's Legend,Virtus.pro,Anyone's Legend,follow_up,Virtus.pro,Anran,Anyone's Legend,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_2_match_2_2026_03_22,Week 1 Day 2 Match 2 - 2026-03-22,2,Blizzard World,Hybrid,Virtus.pro,score 1:0,Virtus.pro,Anyone's Legend,Virtus.pro,Anyone's Legend,initial,Anyone's Legend,D.Va,Virtus.pro,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_2_match_2_2026_03_22,Week 1 Day 2 Match 2 - 2026-03-22,2,Blizzard World,Hybrid,Virtus.pro,score 1:0,Virtus.pro,Anyone's Legend,Virtus.pro,Anyone's Legend,follow_up,Virtus.pro,Wuyang,Anyone's Legend,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_2_match_2_2026_03_22,Week 1 Day 2 Match 2 - 2026-03-22,3,Runasapi,Push,Virtus.pro,distance 86.16m : 72.53m,Virtus.pro,Anyone's Legend,Virtus.pro,Anyone's Legend,initial,Anyone's Legend,Pharah,Virtus.pro,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_2_match_2_2026_03_22,Week 1 Day 2 Match 2 - 2026-03-22,3,Runasapi,Push,Virtus.pro,distance 86.16m : 72.53m,Virtus.pro,Anyone's Legend,Virtus.pro,Anyone's Legend,follow_up,Virtus.pro,Winston,Anyone's Legend,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_2_match_3_2026_03_22,Week 1 Day 2 Match 3 - 2026-03-22,1,Oasis,Control,Al Qadsiah,score 2:0,Al Qadsiah,Team Peps,Al Qadsiah,Team Peps,initial,Al Qadsiah,Hazard,Team Peps,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_2_match_3_2026_03_22,Week 1 Day 2 Match 3 - 2026-03-22,1,Oasis,Control,Al Qadsiah,score 2:0,Al Qadsiah,Team Peps,Al Qadsiah,Team Peps,follow_up,Team Peps,Symmetra,Al Qadsiah,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_2_match_3_2026_03_22,Week 1 Day 2 Match 3 - 2026-03-22,2,Rialto,Escort,Al Qadsiah,score 3:2,Al Qadsiah,Team Peps,Al Qadsiah,Team Peps,initial,Team Peps,Pharah,Al Qadsiah,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_2_match_3_2026_03_22,Week 1 Day 2 Match 3 - 2026-03-22,2,Rialto,Escort,Al Qadsiah,score 3:2,Al Qadsiah,Team Peps,Al Qadsiah,Team Peps,follow_up,Al Qadsiah,Kiriko,Team Peps,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_2_match_3_2026_03_22,Week 1 Day 2 Match 3 - 2026-03-22,3,Aatlis,Flashpoint,Team Peps,score 0:3,Al Qadsiah,Team Peps,Al Qadsiah,Team Peps,initial,Team Peps,Orisa,Al Qadsiah,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_2_match_3_2026_03_22,Week 1 Day 2 Match 3 - 2026-03-22,3,Aatlis,Flashpoint,Team Peps,score 0:3,Al Qadsiah,Team Peps,Al Qadsiah,Team Peps,follow_up,Al Qadsiah,Tracer,Team Peps,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_2_match_3_2026_03_22,Week 1 Day 2 Match 3 - 2026-03-22,4,Midtown,Hybrid,Team Peps,score 1:2,Al Qadsiah,Team Peps,Al Qadsiah,Team Peps,initial,Al Qadsiah,Lucio,Team Peps,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_2_match_3_2026_03_22,Week 1 Day 2 Match 3 - 2026-03-22,4,Midtown,Hybrid,Team Peps,score 1:2,Al Qadsiah,Team Peps,Al Qadsiah,Team Peps,follow_up,Team Peps,Tracer,Al Qadsiah,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_2_match_3_2026_03_22,Week 1 Day 2 Match 3 - 2026-03-22,5,Runasapi,Push,Al Qadsiah,distance 89.7m : 60.14m,Al Qadsiah,Team Peps,Al Qadsiah,Team Peps,initial,Al Qadsiah,Emre,Team Peps,
EMEA,OWCS EMEA 2026 Stage 1,Week 1,OWCS_EMEA_2026_WEEK1_RESULTS.md,emea_week_1_day_2_match_3_2026_03_22,Week 1 Day 2 Match 3 - 2026-03-22,5,Runasapi,Push,Al Qadsiah,distance 89.7m : 60.14m,Al Qadsiah,Team Peps,Al Qadsiah,Team Peps,follow_up,Team Peps,Zarya,Al Qadsiah,
EMEA,OWCS EMEA 2026 Stage 1,Week 2,OWCS_EMEA_2026_WEEK2_RESULTS.md,emea_week_2_day_1_match_1_2026_03_28,Week 2 Day 1 Match 1 - 2026-03-28,1,Lijiang Tower,Control,Geekay Esports,score 0:2,Al Qadsiah,Geekay Esports,Geekay Esports,Al Qadsiah,initial,Al Qadsiah,D.Va,Geekay Esports,
EMEA,OWCS EMEA 2026 Stage 1,Week 2,OWCS_EMEA_2026_WEEK2_RESULTS.md,emea_week_2_day_1_match_1_2026_03_28,Week 2 Day 1 Match 1 - 2026-03-28,1,Lijiang Tower,Control,Geekay Esports,score 0:2,Al Qadsiah,Geekay Esports,Geekay Esports,Al Qadsiah,follow_up,Geekay Esports,Emre,Al Qadsiah,
EMEA,OWCS EMEA 2026 Stage 1,Week 2,OWCS_EMEA_2026_WEEK2_RESULTS.md,emea_week_2_day_1_match_1_2026_03_28,Week 2 Day 1 Match 1 - 2026-03-28,2,Havana,Escort,Geekay Esports,score 2:3,Al Qadsiah,Geekay Esports,Geekay Esports,Al Qadsiah,initial,Al Qadsiah,Lucio,Geekay Esports,
EMEA,OWCS EMEA 2026 Stage 1,Week 2,OWCS_EMEA_2026_WEEK2_RESULTS.md,emea_week_2_day_1_match_1_2026_03_28,Week 2 Day 1 Match 1 - 2026-03-28,2,Havana,Escort,Geekay Esports,score 2:3,Al Qadsiah,Geekay Esports,Geekay Esports,Al Qadsiah,follow_up,Geekay Esports,Tracer,Al Qadsiah,
EMEA,OWCS EMEA 2026 Stage 1,Week 2,OWCS_EMEA_2026_WEEK2_RESULTS.md,emea_week_2_day_1_match_1_2026_03_28,Week 2 Day 1 Match 1 - 2026-03-28,3,Aatlis,Flashpoint,Al Qadsiah,score 3:0,Al Qadsiah,Geekay Esports,Geekay Esports,Al Qadsiah,initial,Al Qadsiah,Pharah,Geekay Esports,
EMEA,OWCS EMEA 2026 Stage 1,Week 2,OWCS_EMEA_2026_WEEK2_RESULTS.md,emea_week_2_day_1_match_1_2026_03_28,Week 2 Day 1 Match 1 - 2026-03-28,3,Aatlis,Flashpoint,Al Qadsiah,score 3:0,Al Qadsiah,Geekay Esports,Geekay Esports,Al Qadsiah,follow_up,Geekay Esports,Domina,Al Qadsiah,
EMEA,OWCS EMEA 2026 Stage 1,Week 2,OWCS_EMEA_2026_WEEK2_RESULTS.md,emea_week_2_day_1_match_1_2026_03_28,Week 2 Day 1 Match 1 - 2026-03-28,4,Runasapi,Push,Al Qadsiah,distance 138.56m : 47.6m,Al Qadsiah,Geekay Esports,Geekay Esports,Al Qadsiah,initial,Geekay Esports,Baptiste,Al Qadsiah,
EMEA,OWCS EMEA 2026 Stage 1,Week 2,OWCS_EMEA_2026_WEEK2_RESULTS.md,emea_week_2_day_1_match_1_2026_03_28,Week 2 Day 1 Match 1 - 2026-03-28,4,Runasapi,Push,Al Qadsiah,distance 138.56m : 47.6m,Al Qadsiah,Geekay Esports,Geekay Esports,Al Qadsiah,follow_up,Al Qadsiah,Sojourn,Geekay Esports,
EMEA,OWCS EMEA 2026 Stage 1,Week 2,OWCS_EMEA_2026_WEEK2_RESULTS.md,emea_week_2_day_1_match_1_2026_03_28,Week 2 Day 1 Match 1 - 2026-03-28,5,Midtown,Hybrid,Geekay Esports,score 2:3,Al Qadsiah,Geekay Esports,Geekay Esports,Al Qadsiah,initial,Geekay Esports,Wuyang,Al Qadsiah,
EMEA,OWCS EMEA 2026 Stage 1,Week 2,OWCS_EMEA_2026_WEEK2_RESULTS.md,emea_week_2_day_1_match_1_2026_03_28,Week 2 Day 1 Match 1 - 2026-03-28,5,Midtown,Hybrid,Geekay Esports,score 2:3,Al Qadsiah,Geekay Esports,Geekay Esports,Al Qadsiah,follow_up,Al Qadsiah,Tracer,Geekay Esports,
EMEA,OWCS EMEA 2026 Stage 1,Week 2,OWCS_EMEA_2026_WEEK2_RESULTS.md,emea_week_2_day_1_match_2_2026_03_28,Week 2 Day 1 Match 2 - 2026-03-28,1,Lijiang Tower,Control,Twisted Minds,score 2:0,Twisted Minds,Anyone's Legend,Twisted Minds,Anyone's Legend,initial,Anyone's Legend,Pharah,Twisted Minds,
EMEA,OWCS EMEA 2026 Stage 1,Week 2,OWCS_EMEA_2026_WEEK2_RESULTS.md,emea_week_2_day_1_match_2_2026_03_28,Week 2 Day 1 Match 2 - 2026-03-28,1,Lijiang Tower,Control,Twisted Minds,score 2:0,Twisted Minds,Anyone's Legend,Twisted Minds,Anyone's Legend,follow_up,Twisted Minds,Zarya,Anyone's Legend,
EMEA,OWCS EMEA 2026 Stage 1,Week 2,OWCS_EMEA_2026_WEEK2_RESULTS.md,emea_week_2_day_1_match_2_2026_03_28,Week 2 Day 1 Match 2 - 2026-03-28,2,Rialto,Escort,Twisted Minds,score 3:1,Twisted Minds,Anyone's Legend,Twisted Minds,Anyone's Legend,initial,Anyone's Legend,Hazard,Twisted Minds,
EMEA,OWCS EMEA 2026 Stage 1,Week 2,OWCS_EMEA_2026_WEEK2_RESULTS.md,emea_week_2_day_1_match_2_2026_03_28,Week 2 Day 1 Match 2 - 2026-03-28,2,Rialto,Escort,Twisted Minds,score 3:1,Twisted Minds,Anyone's Legend,Twisted Minds,Anyone's Legend,follow_up,Twisted Minds,Vendetta,Anyone's Legend,
EMEA,OWCS EMEA 2026 Stage 1,Week 2,OWCS_EMEA_2026_WEEK2_RESULTS.md,emea_week_2_day_1_match_2_2026_03_28,Week 2 Day 1 Match 2 - 2026-03-28,3,Aatlis,Flashpoint,Twisted Minds,score 3:0,Twisted Minds,Anyone's Legend,Twisted Minds,Anyone's Legend,initial,Anyone's Legend,Wuyang,Twisted Minds,
EMEA,OWCS EMEA 2026 Stage 1,Week 2,OWCS_EMEA_2026_WEEK2_RESULTS.md,emea_week_2_day_1_match_2_2026_03_28,Week 2 Day 1 Match 2 - 2026-03-28,3,Aatlis,Flashpoint,Twisted Minds,score 3:0,Twisted Minds,Anyone's Legend,Twisted Minds,Anyone's Legend,follow_up,Twisted Minds,Sojourn,Anyone's Legend,
EMEA,OWCS EMEA 2026 Stage 1,Week 2,OWCS_EMEA_2026_WEEK2_RESULTS.md,emea_week_2_day_1_match_3_2026_03_28,Week 2 Day 1 Match 3 - 2026-03-28,1,Lijiang Tower,Control,Virtus.pro,score 2:0,Virtus.pro,Team Peps,Virtus.pro,Team Peps,initial,Virtus.pro,Kiriko,Team Peps,
EMEA,OWCS EMEA 2026 Stage 1,Week 2,OWCS_EMEA_2026_WEEK2_RESULTS.md,emea_week_2_day_1_match_3_2026_03_28,Week 2 Day 1 Match 3 - 2026-03-28,1,Lijiang Tower,Control,Virtus.pro,score 2:0,Virtus.pro,Team Peps,Virtus.pro,Team Peps,follow_up,Team Peps,Pharah,Virtus.pro,
EMEA,OWCS EMEA 2026 Stage 1,Week 2,OWCS_EMEA_2026_WEEK2_RESULTS.md,emea_week_2_day_1_match_3_2026_03_28,Week 2 Day 1 Match 3 - 2026-03-28,2,Runasapi,Push,Virtus.pro,distance 144.16m : 79.22m,Virtus.pro,Team Peps,Virtus.pro,Team Peps,initial,Team Peps,Symmetra,Virtus.pro,
EMEA,OWCS EMEA 2026 Stage 1,Week 2,OWCS_EMEA_2026_WEEK2_RESULTS.md,emea_week_2_day_1_match_3_2026_03_28,Week 2 Day 1 Match 3 - 2026-03-28,2,Runasapi,Push,Virtus.pro,distance 144.16m : 79.22m,Virtus.pro,Team Peps,Virtus.pro,Team Peps,follow_up,Virtus.pro,Hazard,Team Peps,
EMEA,OWCS EMEA 2026 Stage 1,Week 2,OWCS_EMEA_2026_WEEK2_RESULTS.md,emea_week_2_day_1_match_3_2026_03_28,Week 2 Day 1 Match 3 - 2026-03-28,3,Blizzard World,Hybrid,Virtus.pro,score 3:2,Virtus.pro,Team Peps,Virtus.pro,Team Peps,initial,Team Peps,D.Va,Virtus.pro,
EMEA,OWCS EMEA 2026 Stage 1,Week 2,OWCS_EMEA_2026_WEEK2_RESULTS.md,emea_week_2_day_1_match_3_2026_03_28,Week 2 Day 1 Match 3 - 2026-03-28,3,Blizzard World,Hybrid,Virtus.pro,score 3:2,Virtus.pro,Team Peps,Virtus.pro,Team Peps,follow_up,Virtus.pro,Lucio,Team Peps,
EMEA,OWCS EMEA 2026 Stage 1,Week 2,OWCS_EMEA_2026_WEEK2_RESULTS.md,emea_week_2_day_2_match_1_2026_03_29,Week 2 Day 2 Match 1 - 2026-03-29,1,Lijiang Tower,Control,Geekay Esports,score 1:2,Team Peps,Geekay Esports,Geekay Esports,Team Peps,initial,Team Peps,Pharah,Geekay Esports,
EMEA,OWCS EMEA 2026 Stage 1,Week 2,OWCS_EMEA_2026_WEEK2_RESULTS.md,emea_week_2_day_2_match_1_2026_03_29,Week 2 Day 2 Match 1 - 2026-03-29,1,Lijiang Tower,Control,Geekay Esports,score 1:2,Team Peps,Geekay Esports,Geekay Esports,Team Peps,follow_up,Geekay Esports,Moira,Team Peps,
EMEA,OWCS EMEA 2026 Stage 1,Week 2,OWCS_EMEA_2026_WEEK2_RESULTS.md,emea_week_2_day_2_match_1_2026_03_29,Week 2 Day 2 Match 1 - 2026-03-29,2,Aatlis,Flashpoint,Geekay Esports,score 0:3,Team Peps,Geekay Esports,Geekay Esports,Team Peps,initial,Team Peps,Sojourn,Geekay Esports,
EMEA,OWCS EMEA 2026 Stage 1,Week 2,OWCS_EMEA_2026_WEEK2_RESULTS.md,emea_week_2_day_2_match_1_2026_03_29,Week 2 Day 2 Match 1 - 2026-03-29,2,Aatlis,Flashpoint,Geekay Esports,score 0:3,Team Peps,Geekay Esports,Geekay Esports,Team Peps,follow_up,Geekay Esports,Hazard,Team Peps,
EMEA,OWCS EMEA 2026 Stage 1,Week 2,OWCS_EMEA_2026_WEEK2_RESULTS.md,emea_week_2_day_2_match_1_2026_03_29,Week 2 Day 2 Match 1 - 2026-03-29,3,Midtown,Hybrid,Geekay Esports,score 2:3,Team Peps,Geekay Esports,Geekay Esports,Team Peps,initial,Team Peps,Kiriko,Geekay Esports,
EMEA,OWCS EMEA 2026 Stage 1,Week 2,OWCS_EMEA_2026_WEEK2_RESULTS.md,emea_week_2_day_2_match_1_2026_03_29,Week 2 Day 2 Match 1 - 2026-03-29,3,Midtown,Hybrid,Geekay Esports,score 2:3,Team Peps,Geekay Esports,Geekay Esports,Team Peps,follow_up,Geekay Esports,Emre,Team Peps,
EMEA,OWCS EMEA 2026 Stage 1,Week 2,OWCS_EMEA_2026_WEEK2_RESULTS.md,emea_week_2_day_2_match_2_2026_03_29,Week 2 Day 2 Match 2 - 2026-03-29,1,Lijiang Tower,Control,Al Qadsiah,score 2:0,Al Qadsiah,Anyone's Legend,Al Qadsiah,Anyone's Legend,initial,Anyone's Legend,Jetpack Cat,Al Qadsiah,
EMEA,OWCS EMEA 2026 Stage 1,Week 2,OWCS_EMEA_2026_WEEK2_RESULTS.md,emea_week_2_day_2_match_2_2026_03_29,Week 2 Day 2 Match 2 - 2026-03-29,1,Lijiang Tower,Control,Al Qadsiah,score 2:0,Al Qadsiah,Anyone's Legend,Al Qadsiah,Anyone's Legend,follow_up,Al Qadsiah,Winston,Anyone's Legend,
EMEA,OWCS EMEA 2026 Stage 1,Week 2,OWCS_EMEA_2026_WEEK2_RESULTS.md,emea_week_2_day_2_match_2_2026_03_29,Week 2 Day 2 Match 2 - 2026-03-29,2,Numbani,Hybrid,Al Qadsiah,score 3:2,Al Qadsiah,Anyone's Legend,Al Qadsiah,Anyone's Legend,initial,Al Qadsiah,Wrecking Ball,Anyone's Legend,
EMEA,OWCS EMEA 2026 Stage 1,Week 2,OWCS_EMEA_2026_WEEK2_RESULTS.md,emea_week_2_day_2_match_2_2026_03_29,Week 2 Day 2 Match 2 - 2026-03-29,2,Numbani,Hybrid,Al Qadsiah,score 3:2,Al Qadsiah,Anyone's Legend,Al Qadsiah,Anyone's Legend,follow_up,Anyone's Legend,Freja,Al Qadsiah,
EMEA,OWCS EMEA 2026 Stage 1,Week 2,OWCS_EMEA_2026_WEEK2_RESULTS.md,emea_week_2_day_2_match_2_2026_03_29,Week 2 Day 2 Match 2 - 2026-03-29,3,Esperanca,Push,Al Qadsiah,distance 142.41m : 48.48m,Al Qadsiah,Anyone's Legend,Al Qadsiah,Anyone's Legend,initial,Anyone's Legend,D.Va,Al Qadsiah,
EMEA,OWCS EMEA 2026 Stage 1,Week 2,OWCS_EMEA_2026_WEEK2_RESULTS.md,emea_week_2_day_2_match_2_2026_03_29,Week 2 Day 2 Match 2 - 2026-03-29,3,Esperanca,Push,Al Qadsiah,distance 142.41m : 48.48m,Al Qadsiah,Anyone's Legend,Al Qadsiah,Anyone's Legend,follow_up,Al Qadsiah,Illari,Anyone's Legend,
EMEA,OWCS EMEA 2026 Stage 1,Week 3,OWCS_EMEA_2026_WEEK3_RESULTS.md,emea_week_3_day_1_match_1_2026_04_04,Week 3 Day 1 Match 1 - 2026-04-04,1,Lijiang Tower,Control,Twisted Minds,score 1:2,Al Qadsiah,Twisted Minds,Twisted Minds,Al Qadsiah,initial,Al Qadsiah,Mauga,Twisted Minds,
EMEA,OWCS EMEA 2026 Stage 1,Week 3,OWCS_EMEA_2026_WEEK3_RESULTS.md,emea_week_3_day_1_match_1_2026_04_04,Week 3 Day 1 Match 1 - 2026-04-04,1,Lijiang Tower,Control,Twisted Minds,score 1:2,Al Qadsiah,Twisted Minds,Twisted Minds,Al Qadsiah,follow_up,Twisted Minds,Illari,Al Qadsiah,
EMEA,OWCS EMEA 2026 Stage 1,Week 3,OWCS_EMEA_2026_WEEK3_RESULTS.md,emea_week_3_day_1_match_1_2026_04_04,Week 3 Day 1 Match 1 - 2026-04-04,2,Runasapi,Push,Twisted Minds,distance 40m : 106.42m,Al Qadsiah,Twisted Minds,Twisted Minds,Al Qadsiah,initial,Al Qadsiah,Lucio,Twisted Minds,
