region,event,team,map_mode,hero,bans_made,bans_received,initial_bans_made,follow_up_bans_made,initial_bans_received,follow_up_bans_received
Korea,OWCS Korea 2026 Stage 1,ZAN Esports,Push,Hazard,0,1,0,0,1,0
Korea,OWCS Korea 2026 Stage 1,ZAN Esports,Push,Kiriko,0,1,0,0,1,0
Korea,OWCS Korea 2026 Stage 1,ZAN Esports,Push,Vendetta,0,1,0,0,1,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Control,Lucio,3,0,2,1,0,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Control,Bastion,2,0,0,2,0,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Control,Hazard,2,0,1,1,0,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Control,Cassidy,1,0,0,1,0,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Control,Domina,1,0,1,0,0,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Control,Roadhog,1,0,1,0,0,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Control,Symmetra,1,0,0,1,0,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Control,Vendetta,1,0,0,1,0,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Control,Zarya,1,0,0,1,0,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Control,Ana,0,4,0,0,4,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Control,Brigitte,0,2,0,0,2,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Control,Jetpack Cat,0,2,0,0,0,2
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Control,Pharah,0,2,0,0,1,1
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Control,Emre,0,1,0,0,0,1
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Control,Tracer,0,1,0,0,0,1
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Control,Wrecking Ball,0,1,0,0,1,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Control,Wuyang,0,1,0,0,1,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Escort,D.Va,4,0,4,0,0,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Escort,Zarya,2,1,0,2,0,1
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Escort,Ana,1,4,0,1,2,2
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Escort,Anran,1,0,0,1,0,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Escort,Brigitte,1,0,1,0,0,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Escort,Kiriko,1,0,1,0,0,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Escort,Reaper,1,0,0,1,0,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Escort,Symmetra,1,0,0,1,0,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Escort,Vendetta,1,0,0,1,0,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Escort,Illari,0,5,0,0,4,1
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Escort,Winston,0,2,0,0,1,1
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Escort,Bastion,0,1,0,0,0,1
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Flashpoint,Kiriko,2,0,1,1,0,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Flashpoint,Doomfist,1,0,0,1,0,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Flashpoint,Hazard,1,0,0,1,0,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Flashpoint,Winston,1,0,0,1,0,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Flashpoint,Tracer,0,2,0,0,2,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Flashpoint,Cassidy,0,1,0,0,1,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Flashpoint,Illari,0,1,0,0,1,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Flashpoint,Symmetra,0,1,0,0,0,1
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Hybrid,D.Va,4,0,4,0,0,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Hybrid,Sojourn,2,0,1,1,0,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Hybrid,Kiriko,1,0,1,0,0,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Hybrid,Mauga,1,0,1,0,0,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Hybrid,Mei,1,0,0,1,0,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Hybrid,Symmetra,1,0,0,1,0,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Hybrid,Winston,1,0,0,1,0,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Hybrid,Illari,0,4,0,0,1,3
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Hybrid,Ana,0,2,0,0,0,2
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Hybrid,Jetpack Cat,0,2,0,0,1,1
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Hybrid,Zarya,0,2,0,0,2,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Hybrid,Vendetta,0,1,0,0,0,1
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Push,Zarya,3,0,1,2,0,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Push,Jetpack Cat,1,1,0,1,1,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Push,D.Va,1,0,0,1,0,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Push,Hazard,1,0,0,1,0,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Push,Lucio,1,0,0,1,0,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Push,Tracer,0,2,0,0,2,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Push,Ana,0,1,0,0,1,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Push,Baptiste,0,1,0,0,0,1
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Push,Bastion,0,1,0,0,1,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Push,Juno,0,1,0,0,1,0
Korea,OWCS Korea 2026 Stage 1,ZETA DIVISION,Push,Pharah,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Control,Lucio,4,1,3,1,0,1
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Control,D.Va,3,0,3,0,0,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Control,Orisa,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Control,Ana,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Control,Emre,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Control,Illari,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Control,Kiriko,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Control,Sojourn,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Control,Winston,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Control,Wrecking Ball,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Escort,D.Va,2,0,1,1,0,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Escort,Hanzo,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Escort,Hazard,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Escort,Symmetra,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Escort,Tracer,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Escort,Brigitte,0,2,0,0,2,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Escort,Ana,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Escort,Widowmaker,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Escort,Winston,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Escort,Wuyang,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Flashpoint,Kiriko,3,0,1,2,0,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Flashpoint,Cassidy,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Flashpoint,D.Va,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Flashpoint,Moira,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Flashpoint,Reaper,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Flashpoint,Zarya,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Flashpoint,Ramattra,0,2,0,0,2,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Flashpoint,Baptiste,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Flashpoint,Pharah,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Flashpoint,Vendetta,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Flashpoint,Winston,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Flashpoint,Wrecking Ball,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Flashpoint,Wuyang,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Hybrid,Kiriko,2,0,2,0,0,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Hybrid,Baptiste,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Hybrid,Junkrat,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Hybrid,Lucio,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Hybrid,Symmetra,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Hybrid,Winston,0,3,0,0,0,3
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Hybrid,D.Va,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Hybrid,Illari,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Hybrid,Sojourn,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Push,Cassidy,2,0,1,1,0,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Push,Tracer,2,0,0,2,0,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Push,Roadhog,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Push,Ana,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Push,Juno,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Push,Ramattra,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Push,Wrecking Ball,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Dallas Fuel,Push,Wuyang,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Disguised,Control,Kiriko,2,0,1,1,0,0
NA,OWCS NA 2026 Stage 1,Disguised,Control,Echo,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Disguised,Control,Pharah,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Disguised,Control,Winston,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Disguised,Control,Lucio,0,2,0,0,2,0
NA,OWCS NA 2026 Stage 1,Disguised,Control,Vendetta,0,2,0,0,1,1
NA,OWCS NA 2026 Stage 1,Disguised,Control,Zarya,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Disguised,Escort,Wuyang,2,0,1,1,0,0
NA,OWCS NA 2026 Stage 1,Disguised,Escort,Sojourn,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,Disguised,Escort,Tracer,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Disguised,Escort,Wrecking Ball,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,Disguised,Escort,D.Va,0,2,0,0,1,1
NA,OWCS NA 2026 Stage 1,Disguised,Escort,Cassidy,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Disguised,Escort,Kiriko,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Disguised,Escort,Lucio,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Disguised,Flashpoint,Tracer,1,1,0,1,0,1
NA,OWCS NA 2026 Stage 1,Disguised,Flashpoint,Zarya,1,1,1,0,1,0
NA,OWCS NA 2026 Stage 1,Disguised,Flashpoint,D.Va,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,Disguised,Flashpoint,Vendetta,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Disguised,Flashpoint,Kiriko,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Disguised,Flashpoint,Lucio,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Disguised,Hybrid,Domina,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Disguised,Hybrid,Sojourn,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,Disguised,Hybrid,Wuyang,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Disguised,Hybrid,Baptiste,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Disguised,Hybrid,Tracer,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Disguised,Hybrid,Venture,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Disguised,Push,Orisa,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,Disguised,Push,Pharah,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,Disguised,Push,Tracer,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Disguised,Push,Brigitte,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Disguised,Push,Hazard,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Disguised,Push,Ramattra,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Extinction,Control,Zarya,3,0,3,0,0,0
NA,OWCS NA 2026 Stage 1,Extinction,Control,Ramattra,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,Extinction,Control,Wrecking Ball,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,Extinction,Control,Tracer,0,3,0,0,0,3
NA,OWCS NA 2026 Stage 1,Extinction,Control,Echo,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Extinction,Control,Lucio,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Extinction,Escort,Emre,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Extinction,Escort,Kiriko,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Extinction,Escort,D.Va,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Extinction,Escort,Sojourn,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Extinction,Flashpoint,Winston,2,0,2,0,0,0
NA,OWCS NA 2026 Stage 1,Extinction,Flashpoint,Lucio,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Extinction,Flashpoint,Orisa,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,Extinction,Flashpoint,Vendetta,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,Extinction,Flashpoint,Junker Queen,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Extinction,Flashpoint,Moira,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Extinction,Flashpoint,Pharah,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Extinction,Flashpoint,Sojourn,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Extinction,Flashpoint,Zarya,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Extinction,Hybrid,D.Va,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,Extinction,Hybrid,Hanzo,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Extinction,Hybrid,Junkrat,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Extinction,Hybrid,Lucio,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Extinction,Push,Lucio,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,Extinction,Push,Ramattra,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,Extinction,Push,Symmetra,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,Extinction,Push,Sojourn,0,2,0,0,0,2
NA,OWCS NA 2026 Stage 1,Extinction,Push,Hazard,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Control,Orisa,1,1,0,1,1,0
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Control,Tracer,1,1,0,1,1,0
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Control,Illari,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Control,Lucio,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Control,Mauga,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Control,Pharah,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Control,Vendetta,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Control,Zarya,0,2,0,0,1,1
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Control,D.Va,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Control,Juno,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Control,Kiriko,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Escort,D.Va,1,2,1,0,2,0
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Escort,Ana,1,1,0,1,0,1
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Escort,Cassidy,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Escort,Illari,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Escort,Sigma,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Escort,Lucio,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Escort,Wrecking Ball,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Flashpoint,Wuyang,2,0,2,0,0,0
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Flashpoint,Zarya,1,2,1,0,0,2
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Flashpoint,Baptiste,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Flashpoint,Pharah,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Flashpoint,Symmetra,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Flashpoint,Orisa,0,2,0,0,1,1
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Flashpoint,Reaper,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Flashpoint,Tracer,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Hybrid,Winston,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Hybrid,Kiriko,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Push,Brigitte,2,0,1,1,0,0
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Push,Juno,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Push,Pharah,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Push,Sojourn,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Push,Wuyang,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Push,Tracer,0,3,0,0,0,3
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Push,Orisa,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Push,Ramattra,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,LuneX Gaming,Push,Zarya,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Control,Wrecking Ball,2,0,2,0,0,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Control,Kiriko,1,1,0,1,1,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Control,Zarya,1,1,0,1,1,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Control,Ana,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Control,Juno,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Control,Sojourn,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Control,Tracer,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Control,Vendetta,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Control,D.Va,0,3,0,0,2,1
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Control,Lucio,0,3,0,0,1,2
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Control,Pharah,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Escort,Brigitte,4,0,4,0,0,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Escort,Ana,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Escort,Lucio,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Escort,Widowmaker,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Escort,Tracer,0,3,0,0,0,3
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Escort,Cassidy,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Escort,D.Va,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Escort,Hazard,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Escort,Symmetra,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Flashpoint,Junker Queen,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Flashpoint,Juno,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Flashpoint,Mauga,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Flashpoint,Orisa,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Flashpoint,Pharah,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Flashpoint,Ramattra,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Flashpoint,Sigma,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Flashpoint,Tracer,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Flashpoint,Wrecking Ball,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Flashpoint,D.Va,0,2,0,0,2,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Flashpoint,Kiriko,0,2,0,0,0,2
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Flashpoint,Symmetra,0,2,0,0,1,1
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Flashpoint,Cassidy,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Flashpoint,Vendetta,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Flashpoint,Zarya,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Hybrid,Illari,2,0,1,1,0,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Hybrid,Winston,2,0,0,2,0,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Hybrid,Juno,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Hybrid,Venture,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Hybrid,D.Va,0,2,0,0,2,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Hybrid,Kiriko,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Hybrid,Lucio,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Hybrid,Symmetra,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Hybrid,Wuyang,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Push,Ramattra,2,0,1,1,0,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Push,Ana,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Push,Emre,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Push,Sojourn,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Push,Tracer,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Push,Wrecking Ball,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Push,Cassidy,0,2,0,0,1,1
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Push,Kiriko,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Push,Lucio,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Push,Pharah,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Push,Roadhog,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Spacestation Gaming,Push,Zarya,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Team Liquid,Control,Lucio,3,1,1,2,1,0
NA,OWCS NA 2026 Stage 1,Team Liquid,Control,Tracer,2,0,1,1,0,0
NA,OWCS NA 2026 Stage 1,Team Liquid,Control,Juno,1,1,1,0,1,0
NA,OWCS NA 2026 Stage 1,Team Liquid,Control,D.Va,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Team Liquid,Control,Emre,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Team Liquid,Control,Wrecking Ball,0,2,0,0,2,0
NA,OWCS NA 2026 Stage 1,Team Liquid,Control,Mauga,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Team Liquid,Control,Orisa,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Team Liquid,Control,Pharah,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Team Liquid,Control,Ramattra,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Team Liquid,Escort,D.Va,3,0,3,0,0,0
NA,OWCS NA 2026 Stage 1,Team Liquid,Escort,Cassidy,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Team Liquid,Escort,Lucio,1,0,0,1,0,0
