region,event,team,map_mode,hero,bans_made,bans_received,initial_bans_made,follow_up_bans_made,initial_bans_received,follow_up_bans_received
NA,OWCS NA 2026 Stage 1,Team Liquid,Escort,Tracer,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Team Liquid,Escort,Winston,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,Team Liquid,Escort,Brigitte,0,2,0,0,2,0
NA,OWCS NA 2026 Stage 1,Team Liquid,Escort,Emre,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Team Liquid,Escort,Hanzo,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Team Liquid,Escort,Illari,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Team Liquid,Escort,Sigma,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Team Liquid,Escort,Wuyang,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Team Liquid,Flashpoint,Zarya,2,0,1,1,0,0
NA,OWCS NA 2026 Stage 1,Team Liquid,Flashpoint,Kiriko,1,1,0,1,0,1
NA,OWCS NA 2026 Stage 1,Team Liquid,Flashpoint,Ramattra,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,Team Liquid,Flashpoint,Sojourn,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Team Liquid,Flashpoint,Symmetra,1,0,0,1,0,0
NA,OWCS NA 2026 Stage 1,Team Liquid,Flashpoint,Juno,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Team Liquid,Flashpoint,Mauga,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Team Liquid,Flashpoint,Sigma,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Team Liquid,Flashpoint,Winston,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Team Liquid,Flashpoint,Wuyang,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Team Liquid,Hybrid,D.Va,2,0,2,0,0,0
NA,OWCS NA 2026 Stage 1,Team Liquid,Hybrid,Lucio,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,Team Liquid,Hybrid,Tracer,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,Team Liquid,Hybrid,Domina,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Team Liquid,Hybrid,Hanzo,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Team Liquid,Hybrid,Illari,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Team Liquid,Hybrid,Juno,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Team Liquid,Push,Hazard,2,0,1,1,0,0
NA,OWCS NA 2026 Stage 1,Team Liquid,Push,Zarya,2,0,1,1,0,0
NA,OWCS NA 2026 Stage 1,Team Liquid,Push,Tracer,1,2,0,1,0,2
NA,OWCS NA 2026 Stage 1,Team Liquid,Push,Kiriko,1,0,1,0,0,0
NA,OWCS NA 2026 Stage 1,Team Liquid,Push,Brigitte,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Team Liquid,Push,Emre,0,1,0,0,0,1
NA,OWCS NA 2026 Stage 1,Team Liquid,Push,Pharah,0,1,0,0,1,0
NA,OWCS NA 2026 Stage 1,Team Liquid,Push,Symmetra,0,1,0,0,1,0
